Data	Label
of great stature , five cubits high ; and in the Egyptian ' s hand was a spear like a weaver ' s beam ; and he went down to him with a staff , and plucked the spear out of the Egyptian ' s hand , and slew him with his own spear . 11 : 24 These things did Benaiah the son of Jehoiada , and had the name among the three mighties . 11 : 25 Behold , he was honourable among the thirty , but attained not to the first three : and David set him	s
, mine heart shall be knit unto you : but if ye be come to betray me to mine enemies , seeing there is no wrong in mine hands , the God of our fathers look thereon , and rebuke it . 12 : 18 Then the spirit came upon Amasai , who was chief of the captains , and he said , Thine are we , David , and on thy side , thou son of Jesse : peace , peace be unto thee , and peace be to thine helpers ; for thy God helpeth thee . Then	s
David received them , and made them captains of the band . 12 : 19 And there fell some of Manasseh to David , when he came with the Philistines against Saul to battle : but they helped them not : for the lords of the Philistines upon advisement sent him away , saying , He will fall to his master Saul to the jeopardy of our heads . 12 : 20 As he went to Ziklag , there fell to him of Manasseh , Adnah , and Jozabad , and Jediael , and Michael , and Jozabad , and Elihu , and Zilthai , captains of the thousands that were of Manasseh . 12 : 21 And they helped David against the band of the rovers : for they were all mighty men of valour , and were captains in the host . 12 : 22 For at that time day by day there came to David to help him , until it was a great host , like the host of God . 12 : 23 And these are the numbers of the bands that were ready armed to the war , and came to David to Hebron	l
15 : 16 And David spake to the chief of the Levites to appoint their brethren to be the singers with instruments of musick , psalteries and harps and cymbals , sounding , by lifting up the voice with joy . 15 : 17 So the Levites appointed Heman the son of Joel ; and of his brethren , Asaph the son of Berechiah ; and of the sons of Merari their brethren , Ethan the son of Kushaiah ; 15 : 18 And with them their brethren of the second degree , Zechariah , Ben , and Jaaziel , and Shemiramoth , and Jehiel , and Unni , Eliab , and Benaiah , and Maaseiah , and Mattithiah , and Elipheleh , and Mikneiah , and Obededom , and Jeiel , the porters . 15 : 19 So the singers , Heman , Asaph , and Ethan , were appointed to sound with cymbals of brass ; 15 : 20 And Zechariah , and Aziel , and Shemiramoth , and Jehiel , and Unni , and Eliab , and Maaseiah , and Benaiah , with psalteries on Alamoth ; 15 : 21 And Mattithiah , and Elipheleh , and	l
Israel , both man and woman , to every one a loaf of bread , and a good piece of flesh , and a flagon of wine . 16 : 4 And he appointed certain of the Levites to minister before the ark of the LORD , and to record , and to thank and praise the LORD God of Israel : 16 : 5 Asaph the chief , and next to him Zechariah , Jeiel , and Shemiramoth , and Jehiel , and Mattithiah , and Eliab , and Benaiah , and Obededom : and Jeiel with psalteries and with harps ; but Asaph made a sound with cymbals ; 16 : 6 Benaiah also and Jahaziel the priests with trumpets continually before the ark of the covenant of God . 16 : 7 Then on that day David delivered first this psalm to thank the LORD into the hand of Asaph and his brethren . 16 : 8 Give thanks unto the LORD , call upon his name , make known his deeds among the people . 16 : 9 Sing unto him , sing psalms unto him , talk ye of all his wondrous works . 16	l
Amen , and praised the LORD . 16 : 37 So he left there before the ark of the covenant of the LORD Asaph and his brethren , to minister before the ark continually , as every day ' s work required : 16 : 38 And Obededom with their brethren , threescore and eight ; Obededom also the son of Jeduthun and Hosah to be porters : 16 : 39 And Zadok the priest , and his brethren the priests , before the tabernacle of the LORD in the high place that was at Gibeon , 16 : 40	s
God is with thee . 17 : 3 And it came to pass the same night , that the word of God came to Nathan , saying , 17 : 4 Go and tell David my servant , Thus saith the LORD , Thou shalt not build me an house to dwell in : 17 : 5 For I have not dwelt in an house since the day that I brought up Israel unto this day ; but have gone from tent to tent , and from one tabernacle to another . 17 : 6 Wheresoever I have walked with	s
not take my mercy away from him , as I took it from him that was before thee : 17 : 14 But I will settle him in mine house and in my kingdom for ever : and his throne shall be established for evermore . 17 : 15 According to all these words , and according to all this vision , so did Nathan speak unto David . 17 : 16 And David the king came and sat before the LORD , and said , Who am I , O LORD God , and what is mine house , that thou hast brought me hitherto ? 17 : 17 And yet this was a small thing in thine eyes , O God ; for thou hast also spoken of thy servant ' s house for a great while to come , and hast regarded me according to the estate of a man of high degree , O LORD God . 17 : 18 What can David speak more to thee for the honour of thy servant ? for thou knowest thy servant . 17 : 19 O LORD , for thy servant ' s sake , and according to	l
and it shall be blessed for ever . 18 : 1 Now after this it came to pass , that David smote the Philistines , and subdued them , and took Gath and her towns out of the hand of the Philistines . 18 : 2 And he smote Moab ; and the Moabites became David ' s servants , and brought gifts . 18 : 3 And David smote Hadarezer king of Zobah unto Hamath , as he went to stablish his dominion by the river Euphrates . 18 : 4 And David took from him a thousand chariots	s
Hadarezer , and smitten him ; ( for Hadarezer had war with Tou ;) and with him all manner of vessels of gold and silver and brass . 18 : 11 Them also king David dedicated unto the LORD , with the silver and the gold that he brought from all these nations ; from Edom , and from Moab , and from the children of Ammon , and from the Philistines , and from Amalek . 18 : 12 Moreover Abishai the son of Zeruiah slew of the Edomites in the valley of salt eighteen thousand . 18 :	s
13 And he put garrisons in Edom ; and all the Edomites became David ' s servants . Thus the LORD preserved David whithersoever he went . 18 : 14 So David reigned over all Israel , and executed judgment and justice among all his people . 18 : 15 And Joab the son of Zeruiah was over the host ; and Jehoshaphat the son of Ahilud , recorder . 18 : 16 And Zadok the son of Ahitub , and Abimelech the son of Abiathar , were the priests ; and Shavsha was scribe ; 18 : 17 And Benaiah the son of Jehoiada was over the Cherethites and the Pelethites ; and the sons of David were chief about the king . 19 : 1 Now it came to pass after this , that Nahash the king of the children of Ammon died , and his son reigned in his stead . 19 : 2 And David said , I will shew kindness unto Hanun the son of Nahash , because his father shewed kindness to me . And David sent messengers to comfort him concerning his father . So the servants of David came into the land	l
: 5 Then there went certain , and told David how the men were served . And he sent to meet them : for the men were greatly ashamed . And the king said , Tarry at Jericho until your beards be grown , and then return . 19 : 6 And when the children of Ammon saw that they had made themselves odious to David , Hanun and the children of Ammon sent a thousand talents of silver to hire them chariots and horsemen out of Mesopotamia , and out of Syriamaachah , and out of Zobah . 19 : 7 So they hired thirty and two thousand chariots , and the king of Maachah and his people ; who came and pitched before Medeba . And the children of Ammon gathered themselves together from their cities , and came to battle . 19 : 8 And when David heard of it , he sent Joab , and all the host of the mighty men . 19 : 9 And the children of Ammon came out , and put the battle in array before the gate of the city : and the kings that were come were by themselves	l
of the LORD ; for very great are his mercies : but let me not fall into the hand of man . 21 : 14 So the LORD sent pestilence upon Israel : and there fell of Israel seventy thousand men . 21 : 15 And God sent an angel unto Jerusalem to destroy it : and as he was destroying , the LORD beheld , and he repented him of the evil , and said to the angel that destroyed , It is enough , stay now thine hand . And the angel of the LORD stood by the	s
threshingfloor of Ornan the Jebusite . 21 : 16 And David lifted up his eyes , and saw the angel of the LORD stand between the earth and the heaven , having a drawn sword in his hand stretched out over Jerusalem . Then David and the elders of Israel , who were clothed in sackcloth , fell upon their faces . 21 : 17 And David said unto God , Is it not I that commanded the people to be numbered ? even I it is that have sinned and done evil indeed ; but as for these sheep , what have they done ? let thine hand , I pray thee , O LORD my God , be on me , and on my father ' s house ; but not on thy people , that they should be plagued . 21 : 18 Then the angel of the LORD commanded Gad to say to David , that David should go up , and set up an altar unto the LORD in the threshingfloor of Ornan the Jebusite . 21 : 19 And David went up at the saying of Gad , which he spake in the name	l
of the LORD . 21 : 20 And Ornan turned back , and saw the angel ; and his four sons with him hid themselves . Now Ornan was threshing wheat . 21 : 21 And as David came to Ornan , Ornan looked and saw David , and went out of the threshingfloor , and bowed himself to David with his face to the ground . 21 : 22 Then David said to Ornan , Grant me the place of this threshingfloor , that I may build an altar therein unto the LORD : thou shalt grant it me	s
for the full price : that the plague may be stayed from the people . 21 : 23 And Ornan said unto David , Take it to thee , and let my lord the king do that which is good in his eyes : lo , I give thee the oxen also for burnt offerings , and the threshing instruments for wood , and the wheat for the meat offering ; I give it all . 21 : 24 And king David said to Ornan , Nay ; but I will verily buy it for the full price : for I will not take that which is thine for the LORD , nor offer burnt offerings without cost . 21 : 25 So David gave to Ornan for the place six hundred shekels of gold by weight . 21 : 26 And David built there an altar unto the LORD , and offered burnt offerings and peace offerings , and called upon the LORD ; and he answered him from heaven by fire upon the altar of burnt offering . 21 : 27 And the LORD commanded the angel ; and he put up his sword again into the sheath	l
thereof . 21 : 28 At that time when David saw that the LORD had answered him in the threshingfloor of Ornan the Jebusite , then he sacrificed there . 21 : 29 For the tabernacle of the LORD , which Moses made in the wilderness , and the altar of the burnt offering , were at that season in the high place at Gibeon . 21 : 30 But David could not go before it to enquire of God : for he was afraid because of the sword of the angel of the LORD . 22 : 1 Then	s
to Solomon , My son , as for me , it was in my mind to build an house unto the name of the LORD my God : 22 : 8 But the word of the LORD came to me , saying , Thou hast shed blood abundantly , and hast made great wars : thou shalt not build an house unto my name , because thou hast shed much blood upon the earth in my sight . 22 : 9 Behold , a son shall be born to thee , who shall be a man of rest ; and	s
hundred thousand talents of gold , and a thousand thousand talents of silver ; and of brass and iron without weight ; for it is in abundance : timber also and stone have I prepared ; and thou mayest add thereto . 22 : 15 Moreover there are workmen with thee in abundance , hewers and workers of stone and timber , and all manner of cunning men for every manner of work . 22 : 16 Of the gold , the silver , and the brass , and the iron , there is no number . Arise therefore ,	s
and be doing , and the LORD be with thee . 22 : 17 David also commanded all the princes of Israel to help Solomon his son , saying , 22 : 18 Is not the LORD your God with you ? and hath he not given you rest on every side ? for he hath given the inhabitants of the land into mine hand ; and the land is subdued before the LORD , and before his people . 22 : 19 Now set your heart and your soul to seek the LORD your God ; arise therefore , and build ye the sanctuary of the LORD God , to bring the ark of the covenant of the LORD , and the holy vessels of God , into the house that is to be built to the name of the LORD . 23 : 1 So when David was old and full of days , he made Solomon his son king over Israel . 23 : 2 And he gathered together all the princes of Israel , with the priests and the Levites . 23 : 3 Now the Levites were numbered from the age of thirty years and	l
upward : and their number by their polls , man by man , was thirty and eight thousand . 23 : 4 Of which , twenty and four thousand were to set forward the work of the house of the LORD ; and six thousand were officers and judges : 23 : 5 Moreover four thousand were porters ; and four thousand praised the LORD with the instruments which I made , said David , to praise therewith . 23 : 6 And David divided them into courses among the sons of Levi , namely , Gershon , Kohath ,	s
they shall no more carry the tabernacle , nor any vessels of it for the service thereof . 23 : 27 For by the last words of David the Levites were numbered from twenty years old and above : 23 : 28 Because their office was to wait on the sons of Aaron for the service of the house of the LORD , in the courts , and in the chambers , and in the purifying of all holy things , and the work of the service of the house of God ; 23 : 29 Both for the shewbread	s
and Nethaneel the fifth . 26 : 5 Ammiel the sixth , Issachar the seventh , Peulthai the eighth : for God blessed him . 26 : 6 Also unto Shemaiah his son were sons born , that ruled throughout the house of their father : for they were mighty men of valour . 26 : 7 The sons of Shemaiah ; Othni , and Rephael , and Obed , Elzabad , whose brethren were strong men , Elihu , and Semachiah . 26 : 8 All these of the sons of Obededom : they and their sons and their brethren , able men for strength for the service , were threescore and two of Obededom . 26 : 9 And Meshelemiah had sons and brethren , strong men , eighteen . 26 : 10 Also Hosah , of the children of Merari , had sons ; Simri the chief , ( for though he was not the firstborn , yet his father made him the chief ;) 26 : 11 Hilkiah the second , Tebaliah the third , Zechariah the fourth : all the sons and brethren of Hosah were thirteen . 26 : 12 Among these were the	l
divisions of the porters , even among the chief men , having wards one against another , to minister in the house of the LORD . 26 : 13 And they cast lots , as well the small as the great , according to the house of their fathers , for every gate . 26 : 14 And the lot eastward fell to Shelemiah . Then for Zechariah his son , a wise counsellor , they cast lots ; and his lot came out northward . 26 : 15 To Obededom southward ; and to his sons the house of	s
Asuppim . 26 : 16 To Shuppim and Hosah the lot came forth westward , with the gate Shallecheth , by the causeway of the going up , ward against ward . 26 : 17 Eastward were six Levites , northward four a day , southward four a day , and toward Asuppim two and two . 26 : 18 At Parbar westward , four at the causeway , and two at Parbar . 26 : 19 These are the divisions of the porters among the sons of Kore , and among the sons of Merari . 26 : 20 And of the Levites , Ahijah was over the treasures of the house of God , and over the treasures of the dedicated things . 26 : 21 As concerning the sons of Laadan ; the sons of the Gershonite Laadan , chief fathers , even of Laadan the Gershonite , were Jehieli . 26 : 22 The sons of Jehieli ; Zetham , and Joel his brother , which were over the treasures of the house of the LORD . 26 : 23 Of the Amramites , and the Izharites , the Hebronites , and the Uzzielites : 26	l
: 24 And Shebuel the son of Gershom , the son of Moses , was ruler of the treasures . 26 : 25 And his brethren by Eliezer ; Rehabiah his son , and Jeshaiah his son , and Joram his son , and Zichri his son , and Shelomith his son . 26 : 26 Which Shelomith and his brethren were over all the treasures of the dedicated things , which David the king , and the chief fathers , the captains over thousands and hundreds , and the captains of the host , had dedicated . 26 :	s
. 27 : 8 The fifth captain for the fifth month was Shamhuth the Izrahite : and in his course were twenty and four thousand . 27 : 9 The sixth captain for the sixth month was Ira the son of Ikkesh the Tekoite : and in his course were twenty and four thousand . 27 : 10 The seventh captain for the seventh month was Helez the Pelonite , of the children of Ephraim : and in his course were twenty and four thousand . 27 : 11 The eighth captain for the eighth month was Sibbecai the Hushathite	s
Solomon my son , know thou the God of thy father , and serve him with a perfect heart and with a willing mind : for the LORD searcheth all hearts , and understandeth all the imaginations of the thoughts : if thou seek him , he will be found of thee ; but if thou forsake him , he will cast thee off for ever . 28 : 10 Take heed now ; for the LORD hath chosen thee to build an house for the sanctuary : be strong , and do it . 28 : 11 Then David	s
willing skilful man , for any manner of service : also the princes and all the people will be wholly at thy commandment . 29 : 1 Furthermore David the king said unto all the congregation , Solomon my son , whom alone God hath chosen , is yet young and tender , and the work is great : for the palace is not for man , but for the LORD God . 29 : 2 Now I have prepared with all my might for the house of my God the gold for things to be made of gold ,	s
LORD , by the hand of Jehiel the Gershonite . 29 : 9 Then the people rejoiced , for that they offered willingly , because with perfect heart they offered willingly to the LORD : and David the king also rejoiced with great joy . 29 : 10 Wherefore David blessed the LORD before all the congregation : and David said , Blessed be thou , LORD God of Israel our father , for ever and ever . 29 : 11 Thine , O LORD is the greatness , and the power , and the glory , and the victory , and the majesty : for all that is in the heaven and in the earth is thine ; thine is the kingdom , O LORD , and thou art exalted as head above all . 29 : 12 Both riches and honour come of thee , and thou reignest over all ; and in thine hand is power and might ; and in thine hand it is to make great , and to give strength unto all . 29 : 13 Now therefore , our God , we thank thee , and praise thy glorious name . 29 :	l
, and Zadok to be priest . 29 : 23 Then Solomon sat on the throne of the LORD as king instead of David his father , and prospered ; and all Israel obeyed him . 29 : 24 And all the princes , and the mighty men , and all the sons likewise of king David , submitted themselves unto Solomon the king . 29 : 25 And the LORD magnified Solomon exceedingly in the sight of all Israel , and bestowed upon him such royal majesty as had not been on any king before him in Israel . 29 : 26 Thus David the son of Jesse reigned over all Israel . 29 : 27 And the time that he reigned over Israel was forty years ; seven years reigned he in Hebron , and thirty and three years reigned he in Jerusalem . 29 : 28 And he died in a good old age , full of days , riches , and honour : and Solomon his son reigned in his stead . 29 : 29 Now the acts of David the king , first and last , behold , they are written in the book of	l
this thy people , that is so great ? 1 : 11 And God said to Solomon , Because this was in thine heart , and thou hast not asked riches , wealth , or honour , nor the life of thine enemies , neither yet hast asked long life ; but hast asked wisdom and knowledge for thyself , that thou mayest judge my people , over whom I have made thee king : 1 : 12 Wisdom and knowledge is granted unto thee ; and I will give thee riches , and wealth , and honour , such as none of the kings have had that have been before thee , neither shall there any after thee have the like . 1 : 13 Then Solomon came from his journey to the high place that was at Gibeon to Jerusalem , from before the tabernacle of the congregation , and reigned over Israel . 1 : 14 And Solomon gathered chariots and horsemen : and he had a thousand and four hundred chariots , and twelve thousand horsemen , which he placed in the chariot cities , and with the king at Jerusalem . 1 : 15 And	l
to six hundred talents . 3 : 9 And the weight of the nails was fifty shekels of gold . And he overlaid the upper chambers with gold . 3 : 10 And in the most holy house he made two cherubims of image work , and overlaid them with gold . 3 : 11 And the wings of the cherubims were twenty cubits long : one wing of the one cherub was five cubits , reaching to the wall of the house : and the other wing was likewise five cubits , reaching to the wing of the other	s
11 And Huram made the pots , and the shovels , and the basons . And Huram finished the work that he was to make for king Solomon for the house of God ; 4 : 12 To wit , the two pillars , and the pommels , and the chapiters which were on the top of the two pillars , and the two wreaths to cover the two pommels of the chapiters which were on the top of the pillars ; 4 : 13 And four hundred pomegranates on the two wreaths ; two rows of pomegranates on each wreath , to cover the two pommels of the chapiters which were upon the pillars . 4 : 14 He made also bases , and lavers made he upon the bases ; 4 : 15 One sea , and twelve oxen under it . 4 : 16 The pots also , and the shovels , and the fleshhooks , and all their instruments , did Huram his father make to king Solomon for the house of the LORD of bright brass . 4 : 17 In the plain of Jordan did the king cast them , in the clay ground	l
between Succoth and Zeredathah . 4 : 18 Thus Solomon made all these vessels in great abundance : for the weight of the brass could not be found out . 4 : 19 And Solomon made all the vessels that were for the house of God , the golden altar also , and the tables whereon the shewbread was set ; 4 : 20 Moreover the candlesticks with their lamps , that they should burn after the manner before the oracle , of pure gold ; 4 : 21 And the flowers , and the lamps , and the tongs	s
of Asaph , of Heman , of Jeduthun , with their sons and their brethren , being arrayed in white linen , having cymbals and psalteries and harps , stood at the east end of the altar , and with them an hundred and twenty priests sounding with trumpets :) 5 : 13 It came even to pass , as the trumpeters and singers were as one , to make one sound to be heard in praising and thanking the LORD ; and when they lifted up their voice with the trumpets and cymbals and instruments of musick , and	s
or of all thy people Israel , when every one shall know his own sore and his own grief , and shall spread forth his hands in this house : 6 : 30 Then hear thou from heaven thy dwelling place , and forgive , and render unto every man according unto all his ways , whose heart thou knowest ; ( for thou only knowest the hearts of the children of men :) 6 : 31 That they may fear thee , to walk in thy ways , so long as they live in the land which thou gavest unto our fathers . 6 : 32 Moreover concerning the stranger , which is not of thy people Israel , but is come from a far country for thy great name ' s sake , and thy mighty hand , and thy stretched out arm ; if they come and pray in this house ; 6 : 33 Then hear thou from the heavens , even from thy dwelling place , and do according to all that the stranger calleth to thee for ; that all people of the earth may know thy name , and fear thee , as	l
Perizzites , and the Hivites , and the Jebusites , which were not of Israel , 8 : 8 But of their children , who were left after them in the land , whom the children of Israel consumed not , them did Solomon make to pay tribute until this day . 8 : 9 But of the children of Israel did Solomon make no servants for his work ; but they were men of war , and chief of his captains , and captains of his chariots and horsemen . 8 : 10 And these were the chief of	s
me . And they obeyed the words of the LORD , and returned from going against Jeroboam . 11 : 5 And Rehoboam dwelt in Jerusalem , and built cities for defence in Judah . 11 : 6 He built even Bethlehem , and Etam , and Tekoa , 11 : 7 And Bethzur , and Shoco , and Adullam , 11 : 8 And Gath , and Mareshah , and Ziph , 11 : 9 And Adoraim , and Lachish , and Azekah , 11 : 10 And Zorah , and Aijalon , and Hebron , which are in	s
David , is risen up , and hath rebelled against his lord . 13 : 7 And there are gathered unto him vain men , the children of Belial , and have strengthened themselves against Rehoboam the son of Solomon , when Rehoboam was young and tenderhearted , and could not withstand them . 13 : 8 And now ye think to withstand the kingdom of the LORD in the hand of the sons of David ; and ye be a great multitude , and there are with your golden calves , which Jeroboam made you for gods . 13 : 9 Have ye not cast out the priests of the LORD , the sons of Aaron , and the Levites , and have made you priests after the manner of the nations of other lands ? so that whosoever cometh to consecrate himself with a young bullock and seven rams , the same may be a priest of them that are no gods . 13 : 10 But as for us , the LORD is our God , and we have not forsaken him ; and the priests , which minister unto the LORD , are the sons of	l
when they saw that the LORD his God was with him . 15 : 10 So they gathered themselves together at Jerusalem in the third month , in the fifteenth year of the reign of Asa . 15 : 11 And they offered unto the LORD the same time , of the spoil which they had brought , seven hundred oxen and seven thousand sheep . 15 : 12 And they entered into a covenant to seek the LORD God of their fathers with all their heart and with all their soul ; 15 : 13 That whosoever would not seek the LORD God of Israel should be put to death , whether small or great , whether man or woman . 15 : 14 And they sware unto the LORD with a loud voice , and with shouting , and with trumpets , and with cornets . 15 : 15 And all Judah rejoiced at the oath : for they had sworn with all their heart , and sought him with their whole desire ; and he was found of them : and the LORD gave them rest round about . 15 : 16 And also concerning Maachah the	l
Amasiah the son of Zichri , who willingly offered himself unto the LORD ; and with him two hundred thousand mighty men of valour . 17 : 17 And of Benjamin ; Eliada a mighty man of valour , and with him armed men with bow and shield two hundred thousand . 17 : 18 And next him was Jehozabad , and with him an hundred and fourscore thousand ready prepared for the war . 17 : 19 These waited on the king , beside those whom the king put in the fenced cities throughout all Judah . 18 :	s
, Is there not here a prophet of the LORD besides , that we might enquire of him ? 18 : 7 And the king of Israel said unto Jehoshaphat , There is yet one man , by whom we may enquire of the LORD : but I hate him ; for he never prophesied good unto me , but always evil : the same is Micaiah the son of Imla . And Jehoshaphat said , Let not the king say so . 18 : 8 And the king of Israel called for one of his officers , and said	s
mouth of all his prophets . And the Lord said , Thou shalt entice him , and thou shalt also prevail : go out , and do even so . 18 : 22 Now therefore , behold , the LORD hath put a lying spirit in the mouth of these thy prophets , and the LORD hath spoken evil against thee . 18 : 23 Then Zedekiah the son of Chenaanah came near , and smote Micaiah upon the cheek , and said , Which way went the Spirit of the LORD from me to speak unto thee ? 18	s
Now the king of Syria had commanded the captains of the chariots that were with him , saying , Fight ye not with small or great , save only with the king of Israel . 18 : 31 And it came to pass , when the captains of the chariots saw Jehoshaphat , that they said , It is the king of Israel . Therefore they compassed about him to fight : but Jehoshaphat cried out , and the LORD helped him ; and God moved them to depart from him . 18 : 32 For it came to pass	s
, that , when the captains of the chariots perceived that it was not the king of Israel , they turned back again from pursuing him . 18 : 33 And a certain man drew a bow at a venture , and smote the king of Israel between the joints of the harness : therefore he said to his chariot man , Turn thine hand , that thou mayest carry me out of the host ; for I am wounded . 18 : 34 And the battle increased that day : howbeit the king of Israel stayed himself up in his chariot against the Syrians until the even : and about the time of the sun going down he died . 19 : 1 And Jehoshaphat the king of Judah returned to his house in peace to Jerusalem . 19 : 2 And Jehu the son of Hanani the seer went out to meet him , and said to king Jehoshaphat , Shouldest thou help the ungodly , and love them that hate the LORD ? therefore is wrath upon thee from before the LORD . 19 : 3 Nevertheless there are good things found in thee , in that	l
to say , Praise the LORD ; for his mercy endureth for ever . 20 : 22 And when they began to sing and to praise , the LORD set ambushments against the children of Ammon , Moab , and mount Seir , which were come against Judah ; and they were smitten . 20 : 23 For the children of Ammon and Moab stood up against the inhabitants of mount Seir , utterly to slay and destroy them : and when they had made an end of the inhabitants of Seir , every one helped to destroy another .	s
20 : 24 And when Judah came toward the watch tower in the wilderness , they looked unto the multitude , and , behold , they were dead bodies fallen to the earth , and none escaped . 20 : 25 And when Jehoshaphat and his people came to take away the spoil of them , they found among them in abundance both riches with the dead bodies , and precious jewels , which they stripped off for themselves , more than they could carry away : and they were three days in gathering of the spoil , it was so much . 20 : 26 And on the fourth day they assembled themselves in the valley of Berachah ; for there they blessed the LORD : therefore the name of the same place was called , The valley of Berachah , unto this day . 20 : 27 Then they returned , every man of Judah and Jerusalem , and Jehoshaphat in the forefront of them , to go again to Jerusalem with joy ; for the LORD had made them to rejoice over their enemies . 20 : 28 And they came to Jerusalem with psalteries and harps	l
and trumpets unto the house of the LORD . 20 : 29 And the fear of God was on all the kingdoms of those countries , when they had heard that the LORD fought against the enemies of Israel . 20 : 30 So the realm of Jehoshaphat was quiet : for his God gave him rest round about . 20 : 31 And Jehoshaphat reigned over Judah : he was thirty and five years old when he began to reign , and he reigned twenty and five years in Jerusalem . And his mother ' s name was Azubah	s
see Jehoram the son of Ahab at Jezreel , because he was sick . 22 : 7 And the destruction of Ahaziah was of God by coming to Joram : for when he was come , he went out with Jehoram against Jehu the son of Nimshi , whom the LORD had anointed to cut off the house of Ahab . 22 : 8 And it came to pass , that , when Jehu was executing judgment upon the house of Ahab , and found the princes of Judah , and the sons of the brethren of Ahaziah , that ministered to Ahaziah , he slew them . 22 : 9 And he sought Ahaziah : and they caught him , ( for he was hid in Samaria ,) and brought him to Jehu : and when they had slain him , they buried him : Because , said they , he is the son of Jehoshaphat , who sought the LORD with all his heart . So the house of Ahaziah had no power to keep still the kingdom . 22 : 10 But when Athaliah the mother of Ahaziah saw that her son was dead , she arose	l
hid in the house of God six years : and Athaliah reigned over the land . 23 : 1 And in the seventh year Jehoiada strengthened himself , and took the captains of hundreds , Azariah the son of Jeroham , and Ishmael the son of Jehohanan , and Azariah the son of Obed , and Maaseiah the son of Adaiah , and Elishaphat the son of Zichri , into covenant with him . 23 : 2 And they went about in Judah , and gathered the Levites out of all the cities of Judah , and the chief of the fathers of Israel , and they came to Jerusalem . 23 : 3 And all the congregation made a covenant with the king in the house of God . And he said unto them , Behold , the king ' s son shall reign , as the LORD hath said of the sons of David . 23 : 4 This is the thing that ye shall do ; A third part of you entering on the sabbath , of the priests and of the Levites , shall be porters of the doors ; 23 : 5 And a third	l
part shall be at the king ' s house ; and a third part at the gate of the foundation : and all the people shall be in the courts of the house of the LORD . 23 : 6 But let none come into the house of the LORD , save the priests , and they that minister of the Levites ; they shall go in , for they are holy : but all the people shall keep the watch of the LORD . 23 : 7 And the Levites shall compass the king round about , every man	s
the captains of hundreds , and the nobles , and the governors of the people , and all the people of the land , and brought down the king from the house of the LORD : and they came through the high gate into the king ' s house , and set the king upon the throne of the kingdom . 23 : 21 And all the people of the land rejoiced : and the city was quiet , after that they had slain Athaliah with the sword . 24 : 1 Joash was seven years old when he began to reign , and he reigned forty years in Jerusalem . His mother ' s name also was Zibiah of Beersheba . 24 : 2 And Joash did that which was right in the sight of the LORD all the days of Jehoiada the priest . 24 : 3 And Jehoiada took for him two wives ; and he begat sons and daughters . 24 : 4 And it came to pass after this , that Joash was minded to repair the house of the LORD . 24 : 5 And he gathered together the priests and the Levites ,	l
and said to them , Go out unto the cities of Judah , and gather of all Israel money to repair the house of your God from year to year , and see that ye hasten the matter . Howbeit the Levites hastened it not . 24 : 6 And the king called for Jehoiada the chief , and said unto him , Why hast thou not required of the Levites to bring in out of Judah and out of Jerusalem the collection , according to the commandment of Moses the servant of the LORD , and of the congregation	s
of Israel , for the tabernacle of witness ? 24 : 7 For the sons of Athaliah , that wicked woman , had broken up the house of God ; and also all the dedicated things of the house of the LORD did they bestow upon Baalim . 24 : 8 And at the king ' s commandment they made a chest , and set it without at the gate of the house of the LORD . 24 : 9 And they made a proclamation through Judah and Jerusalem , to bring in to the LORD the collection that Moses the servant of God laid upon Israel in the wilderness . 24 : 10 And all the princes and all the people rejoiced , and brought in , and cast into the chest , until they had made an end . 24 : 11 Now it came to pass , that at what time the chest was brought unto the king ' s office by the hand of the Levites , and when they saw that there was much money , the king ' s scribe and the high priest ' s officer came and emptied the chest , and	l
conspired against him for the blood of the sons of Jehoiada the priest , and slew him on his bed , and he died : and they buried him in the city of David , but they buried him not in the sepulchres of the kings . 24 : 26 And these are they that conspired against him ; Zabad the son of Shimeath an Ammonitess , and Jehozabad the son of Shimrith a Moabitess . 24 : 27 Now concerning his sons , and the greatness of the burdens laid upon him , and the repairing of the house	s
to Samaria . 25 : 25 And Amaziah the son of Joash king of Judah lived after the death of Joash son of Jehoahaz king of Israel fifteen years . 25 : 26 Now the rest of the acts of Amaziah , first and last , behold , are they not written in the book of the kings of Judah and Israel ? 25 : 27 Now after the time that Amaziah did turn away from following the LORD they made a conspiracy against him in Jerusalem ; and he fled to Lachish : but they sent to Lachish after	s
all that David his father had done . 29 : 3 He in the first year of his reign , in the first month , opened the doors of the house of the LORD , and repaired them . 29 : 4 And he brought in the priests and the Levites , and gathered them together into the east street , 29 : 5 And said unto them , Hear me , ye Levites , sanctify now yourselves , and sanctify the house of the LORD God of your fathers , and carry forth the filthiness out of the holy place . 29 : 6 For our fathers have trespassed , and done that which was evil in the eyes of the LORD our God , and have forsaken him , and have turned away their faces from the habitation of the LORD , and turned their backs . 29 : 7 Also they have shut up the doors of the porch , and put out the lamps , and have not burned incense nor offered burnt offerings in the holy place unto the God of Israel . 29 : 8 Wherefore the wrath of the LORD was upon Judah	l
ever : and serve the LORD your God , that the fierceness of his wrath may turn away from you . 30 : 9 For if ye turn again unto the LORD , your brethren and your children shall find compassion before them that lead them captive , so that they shall come again into this land : for the LORD your God is gracious and merciful , and will not turn away his face from you , if ye return unto him . 30 : 10 So the posts passed from city to city through the country of Ephraim	s
